understand|0.008671434900943098
letter|0.015000949427178936
decision|0.011393126147224509
hon|0.008703082473574276
war|0.03379960757009937
john|0.005475030065194
day|0.015000949427178936
william|0.005380087347300462
washington|0.03835685802898918
dear|0.011045002848281537
received|0.014367997974555352
land|0.007278941705171214
send|0.0063295145262358375
property|0.008861320336730172
judgment|0.006709285397809988
suppose|0.009019558199886068
time|0.03490727261219064
times|0.005823153364136971
days|0.007468827140958288
doubt|0.005031964048357491
charge|0.006456104816760555
labor|0.005221849484144566
st|0.005221849484144566
grant|0.007943540730425976
april|0.005696563073612254
executive|0.01952655231343756
mansion|0.015095892145072473
attention|0.007816950439901259
power|0.015823786315589596
army|0.013102095069308184
god|0.006076333945186405
lincolns|0.005380087347300462
march|0.00819672131147541
address|0.008639787328311919
constitution|0.028735995949110704
government|0.034274321159567064
president|0.02297613773023609
citizens|0.007595417431483005
united|0.03582505221849484
peace|0.007500474713589468
republican|0.007089056269384138
people|0.04395847838470789
evidence|0.005949743654661687
institution|0.006266219380973479
slavery|0.045572504588898034
purpose|0.01129818342933097
read|0.007880245585163618
law|0.01829229698082157
matter|0.010950060130388
political|0.01132983100196215
rights|0.005506677637825179
force|0.011931134881954554
territory|0.012026077599848091
public|0.02025444648395468
laws|0.007500474713589468
service|0.010032280524083803
party|0.012026077599848091
held|0.007152351414646496
slaves|0.012374200898791063
call|0.006899170833597063
provision|0.005411734919931641
congress|0.026742198873346414
support|0.006740932970441167
proposition|0.005475030065194
equal|0.00664599025254763
authority|0.009525919361984936
opinion|0.01129818342933097
national|0.014241407684030635
slave|0.017247927083992656
liberty|0.007373884423064751
subject|0.01667827077663143
free|0.01911513386923223
stand|0.006392809671498196
proper|0.007722007722007722
constitutional|0.007690360149376543
union|0.02765997847965061
hold|0.008703082473574276
action|0.005253497056775745
speak|0.0052851446294069244
history|0.006266219380973479
independence|0.006456104816760555
declaration|0.007532122286220647
form|0.00585480093676815
care|0.00506361162098867
view|0.008513197037787202
duty|0.007247294132540034
american|0.005538325210456358
object|0.008513197037787202
attempt|0.00506361162098867
hope|0.009557566934616115
persons|0.009209443635673144
word|0.006107981517817583
true|0.013323628077726439
mind|0.007690360149376543
moral|0.005031964048357491
majority|0.005380087347300462
question|0.025001582378631558
territories|0.00854484461041838
popular|0.007373884423064751
necessity|0.005728210646243433
principle|0.010317108677764416
left|0.007690360149376543
supreme|0.00585480093676815
consideration|0.005031964048357491
court|0.010348756250395596
position|0.008133426166213051
hands|0.005981391227292867
policy|0.010063928096714981
brought|0.006962465978859422
wrong|0.011234888284068613
country|0.023672384328122034
foreign|0.006202924235711121
friends|0.01215266789037281
favor|0.008260016456737768
convention|0.007089056269384138
passed|0.007342236850433572
justice|0.005316792202038104
north|0.008386606747262484
south|0.009652509652509652
truth|0.005475030065194
return|0.005569972783087537
reason|0.008924615481992531
ago|0.005380087347300462
nation|0.010760174694600924
fathers|0.005696563073612254
ground|0.005348439774669283
measure|0.005000316475726312
freedom|0.005190201911513387
illinois|0.011836192164061017
york|0.005664915500981075
july|0.009114500917779607
june|0.007468827140958288
february|0.0063295145262358375
january|0.00664599025254763
message|0.005506677637825179
speech|0.013197037787201722
emancipation|0.006709285397809988
december|0.006107981517817583
springfield|0.010696879549338565
proclamation|0.010760174694600924
august|0.005031964048357491
life|0.008386606747262484
stated|0.005031964048357491
occasion|0.0054433824925628205
hand|0.006804228115703526
half|0.00506361162098867
kentucky|0.005380087347300462
friend|0.006424457244129375
white|0.008513197037787202
house|0.010570289258813849
secretary|0.016646623204000253
plan|0.005538325210456358
legislature|0.005981391227292867
command|0.0054433824925628205
judge|0.03376795999746819
desire|0.005475030065194
argument|0.006044686372555225
leave|0.005886448509399329
called|0.00819672131147541
compromise|0.007183998987277676
missouri|0.010348756250395596
officers|0.0061712766630799415
scott|0.006297866953604659
dred|0.005348439774669283
sovereignty|0.005411734919931641
heard|0.00506361162098867
relation|0.005221849484144566
bill|0.009620862079878473
senate|0.00819672131147541
kansas|0.005791505791505791
mcclellan|0.006044686372555225
district|0.0054433824925628205
representatives|0.0061712766630799415
regard|0.010063928096714981
river|0.00506361162098867
system|0.005475030065194
military|0.01291220963352111
ohio|0.005000316475726312
answer|0.00936768149882904
set|0.007373884423064751
city|0.009051205772517248
negro|0.006266219380973479
understood|0.005158554338882208
enemy|0.007943540730425976
gentlemen|0.005031964048357491
forward|0.005380087347300462
condition|0.007310589277802392
nebraska|0.006709285397809988
election|0.008323311602000127
vote|0.008133426166213051
virginia|0.006424457244129375
department|0.01477941641876068
rebellion|0.006804228115703526
september|0.006107981517817583
navy|0.005475030065194
report|0.005791505791505791
governor|0.01126653585669979
despatch|0.0052851446294069244
telegram|0.01908348629660105
majorgeneral|0.013165390214570543
executive mansion |0.015095892145072473
constitution united |0.0056016203557187165
government united |0.00506361162098867
president united |0.007152351414646496
government people |0.00509525919361985
constitution people |0.006297866953604659
secretary war |0.006519399962022913
dred scott |0.0052851446294069244
slavery territory |0.006139629090448763
constitution slavery |0.005728210646243433
people slavery |0.005728210646243433
question slavery |0.005728210646243433
mansion washington |0.012753971770365214
executive washington |0.012785619342996392
department war |0.008418254319893664
executive mansion washington |0.012753971770365214
